Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,344,-,-,-,-
ACRI,3759,34,-,-,-
AIELLO CALABRO,315,-,-,-,-
AIETA,62,-,-,-,-
ALBIDONA,356,-,-,-,-
ALESSANDRIA DEL CARRETTO,48,-,-,-,-
ALTILIA,179,-,-,-,-
ALTOMONTE,876,-,-,-,-
ALTRA ASP,1045,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4401,25,-,-,-
AMENDOLARA,290,-,-,-,-
APRIGLIANO,571,10,-,-,-
BELMONTE CALABRO,396,-,-,-,-
BELSITO,250,-,-,-,-
BELVEDERE MARITTIMO,1710,10,-,-,-
BIANCHI,371,-,-,-,-
BISIGNANO,2042,20,-,-,-
BOCCHIGLIERO,137,7,-,-,-
BONIFATI,391,7,-,-,-
BUONVICINO,316,-,-,-,-
CALOPEZZATI,479,-,-,-,-
CALOVETO,363,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,135,-,-,-,-
CARIATI,1220,16,-,-,-
CAROLEI,674,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2577,22,-,-,-
CASSANO ALLO IONIO,3913,30,-,-,-
CASTIGLIONE COSENTINO,854,8,-,-,-
CASTROLIBERO,2438,18,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,4006,31,-,-,-
CELICO,538,7,-,-,-
CELLARA,114,-,-,-,-
CERCHIARA DI CALABRIA,453,9,-,-,-
CERISANO,732,-,-,-,-
CERVICATI,172,-,-,-,-
CERZETO,311,-,-,-,-
CETRARO,2351,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,269,-,-,-,-
COLOSIMI,384,-,-,-,-
CORIGLIANO-ROSSANO,21590,164,-,-,-
COSENZA,17617,148,-,-,-
CROPALATI,227,-,-,-,-
CROSIA,2561,17,-,-,-
DIAMANTE,870,7,-,-,-
DIPIGNANO,1165,9,-,-,-
DOMANICO,310,-,-,-,-
FAGNANO CASTELLO,432,6,-,-,-
FALCONARA ALBANESE,286,-,-,-,-
FIGLINE VEGLIATURO,342,-,-,-,-
FIRMO,331,-,-,-,-
FIUMEFREDDO BRUZIO,792,-,-,-,-
FRANCAVILLA MARITTIMA,633,-,-,-,-
FRASCINETO,423,-,-,-,-
FUSCALDO,1860,8,-,-,-
GRIMALDI,403,-,-,-,-
GRISOLIA,475,-,-,-,-
GUARDIA PIEMONTESE,405,-,-,-,-
LAGO,581,-,-,-,-
LAINO BORGO,436,-,-,-,-
LAINO CASTELLO,173,-,-,-,-
LAPPANO,174,-,-,-,-
LATTARICO,1006,6,-,-,-
LONGOBARDI,513,23,-,-,-
LONGOBUCCO,748,-,-,-,-
LUNGRO,349,6,-,-,-
LUZZI,2156,17,-,-,-
MAIERA',210,-,-,-,-
MALITO,154,-,-,-,-
MALVITO,295,8,-,-,-
MANDATORICCIO,535,-,-,-,-
MANGONE,484,-,-,-,-
MARANO MARCHESATO,937,8,-,-,-
MARANO PRINCIPATO,684,-,-,-,-
MARZI,225,-,-,-,-
MENDICINO,2443,9,-,-,-
MONGRASSANO,446,6,-,-,-
MONTALTO UFFUGO,6421,26,-,-,-
MONTEGIORDANO,375,-,-,-,-
MORANO CALABRO,311,10,-,-,-
MORMANNO,266,10,-,-,-
MOTTAFOLLONE,169,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,153,-,-,-,-
ORSOMARSO,247,-,-,-,-
PALUDI,195,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3454,32,-,-,-
PAPASIDERO,38,-,-,-,-
PARENTI,566,-,-,-,-
PATERNO CALABRO,375,-,-,-,-
PEDIVIGLIANO,205,-,-,-,-
PIANE CRATI,329,-,-,-,-
PIETRAFITTA,201,-,-,-,-
PIETRAPAOLA,274,-,-,-,-
PLATACI,87,-,-,-,-
PRAIA A MARE,1036,7,-,-,-
RENDE,10389,53,-,-,-
ROCCA IMPERIALE,357,-,-,-,-
ROGGIANO GRAVINA,1396,17,-,-,-
ROGLIANO,1380,11,-,-,-
ROSE,1087,8,-,-,-
ROSETO CAPO SPULICO,194,-,-,-,-
ROTA GRECA,218,-,-,-,-
ROVITO,476,-,-,-,-
SAN BASILE,124,-,-,-,-
SAN BENEDETTO ULLANO,273,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,620,-,-,-,-
SAN DONATO DI NINEA,260,-,-,-,-
SAN FILI,515,6,-,-,-
SAN GIORGIO ALBANESE,332,6,-,-,-
SAN GIOVANNI IN FIORE,4024,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,469,-,-,-,-
SAN LUCIDO,952,9,-,-,-
SAN MARCO ARGENTANO,1619,7,-,-,-
SAN MARTINO DI FINITA,222,-,-,-,-
SAN NICOLA ARCELLA,278,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
